audit_id,cardnumber,cardname,primary_family,effect_text,matcher,resolver,runtime_sampled,runtime_checked,trigger_reached,resolver_reached,effect_resolved,pending_kind,evidence,state_result,cleanup_result,undo_result,ui_result,phase4_result,confirmation_basis
PL!HS-sd1-004#A02,PL!HS-sd1-004,百生吟子,常時効果,自分のステージに「日野下花帆」か「徒町小鈴」か「安養寺姫芽」がいるかぎり、<緑>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_HS-sd1-004_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!HS-sd1-005#A02,PL!HS-sd1-005,徒町小鈴,ブレード付与,自分のステージに「村野さやか」か「百生吟子」か「安養寺姫芽」がいるかぎり、<(ブレード)>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_HS-sd1-005_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-PR-026#A02,PL!N-PR-026,天王寺璃奈,名前・グループ・ユニット条件,このメンバーは、このメンバーの下に置かれているコスト9以下の『虹ヶ咲』のメンバーカードが持つ<ライブ成功時>能力をすべて得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_N-PR-026_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-PR-026#A03,PL!N-PR-026,天王寺璃奈,名前・グループ・ユニット条件,自分の控え室からコスト9以下の『虹ヶ咲』のメンバーカード1枚をこのメンバーの下に置く。,green_member_cost_le_group_to_under_self,green_member_cost_le_group_to_under_self,NO,NO,NO,NO,NO,,static_evidence/PL_N-PR-026_A03.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-PR-027#A01,PL!N-PR-027,朝香果林,常時効果,自分と相手のステージにメンバーが合計6人いるかぎり、<赤><青>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_N-PR-027_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-bp1-002#A02,PL!N-bp1-002,中須かすみ,手札を捨てる,"<(E)><(E)>, 手札を1枚控え室に置く：このカードを控え室からステージに登場させる。この能力は、このカードが控え室にある場合のみ起動できる。",,,NO,NO,NO,NO,NO,,static_evidence/PL_N-bp1-002_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-bp3-003#A02,PL!N-bp3-003,桜坂しずく,名前・グループ・ユニット条件,自分の控え室にあるコスト4以下の『虹ヶ咲』のメンバーカードを1枚選ぶ。そのカードの<登場>能力1つを使用する。 / （<登場>能力がコストを持つ場合、支払って発動する。）,green_member_cost_le_group_use_enter_ability,green_member_cost_le_group_use_enter_ability,NO,NO,NO,NO,NO,,static_evidence/PL_N-bp3-003_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-bp3-003#A03,PL!N-bp3-003,桜坂しずく,名前・グループ・ユニット条件,自分の控え室にあるコスト4以下の『虹ヶ咲』のメンバーカードを1枚選ぶ。そのカードの<登場>能力1つを使用する。 / （<登場>能力がコストを持つ場合、支払って発動する。）,green_member_cost_le_group_use_enter_ability,green_member_cost_le_group_use_enter_ability,NO,NO,NO,NO,NO,,static_evidence/PL_N-bp3-003_A03.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-bp3-005#A03,PL!N-bp3-005,宮下愛,ドロー,このターン、自分のステージにメンバーが3回登場したとき、手札が5枚になるまでカードを引く。,stage_enter_count_exact_event_wrapper,stage_enter_count_exact_event_wrapper,NO,NO,NO,NO,NO,,static_evidence/PL_N-bp3-005_A03.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-bp4-007#A02,PL!N-bp4-007,優木せつ菜,エネルギー,自分と相手のエネルギーの合計が15枚以上あるかぎり、<赤><赤>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_N-bp4-007_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-bp5-001#A02,PL!N-bp5-001,上原歩夢,ハート付与,自分がエールしたとき、エールにより公開された自分のカードが持つブレードハートの中に<桃>、<赤>、<黄>、<緑>、<青>、<紫>、<ALL>のうち、3種類以上ある場合、ライブ終了時まで、<桃>を得る。6種類以上ある場合、さらにライブ終了時まで、『<常時>ライブの合計スコアを+1する。』を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_N-bp5-001_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-bp5-030#A03,PL!N-bp5-030,繚乱！ビクトリーロード,ライブ終了時cleanup,自分のステージにいるメンバーの<ライブ開始時>能力が解決するたび、そのメンバーが<ALL>を持たない場合、ライブ終了時まで、そのメンバーは<ALL>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_N-bp5-030_A03.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-bp5-030#A04,PL!N-bp5-030,繚乱！ビクトリーロード,ライブ終了時cleanup,自分のステージにいるメンバーの<ライブ開始時>能力が解決するたび、そのメンバーが<ALL>を持たない場合、ライブ終了時まで、そのメンバーは<ALL>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_N-bp5-030_A04.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-pb1-004#A01,PL!N-pb1-004,朝香果林,ブレード付与,このターンにこのメンバーが移動していない限り、<(ブレード)><(ブレード)>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_N-pb1-004_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!N-pb1-007#A01,PL!N-pb1-007,優木せつ菜,ハート付与,自分のライブ中のカードの必要ハートの中に<桃>、<赤>、<黄>、<緑>、<青>、<紫>がそれぞれ1以上含まれるかぎり、<ALL>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_N-pb1-007_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!S-PR-042#A01,PL!S-PR-042,小原鞠莉,常時効果,自分と相手のステージにメンバーが合計6人いるかぎり、<赤><緑>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_S-PR-042_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!S-bp2-024#A01,PL!S-bp2-024,君のこころは輝いてるかい？,成功置き場参照,このカードは成功ライブカード置き場に置くことができない。,,,NO,NO,NO,NO,NO,,static_evidence/PL_S-bp2-024_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!S-bp5-001#A02,PL!S-bp5-001,高海千歌,常時効果,能力を持たないメンバーを自分の手札から登場させるためのコストは1減る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_S-bp5-001_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!S-bp5-008#A01,PL!S-bp5-008,小原鞠莉,スコア加算,相手の余剰ハートが2つ以上あるかぎり、自分のライブの合計スコアを+1する。,,,NO,NO,NO,NO,NO,,static_evidence/PL_S-bp5-008_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!S-bp6-004#A02,PL!S-bp6-004,黒澤ダイヤ,デッキ上へ戻す,自分のライブカード置き場にカードが2枚以上ある場合、その中から<ライブ開始時>能力を持たない『Aqours』のライブカードを1枚選び、デッキの一番上に置いてもよい。そうした場合、ライブ終了時まで、<赤>と<緑>を得る。,live_storage_count_choose_group_live_no_live_start_topdeck_gain_icons,live_storage_count_choose_group_live_no_live_start_topdeck_gain_icons,NO,NO,NO,NO,NO,,static_evidence/PL_S-bp6-004_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!S-bp7-005#A04,PL!S-bp7-005,渡辺曜,登場時効果,自分の控え室にあるメンバーカード1枚を、自分のステージにいるメンバー1人の下に置く。,green_member_any_to_stage_member_under,green_member_any_to_stage_member_under,NO,NO,NO,NO,NO,,static_evidence/PL_S-bp7-005_A04.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!S-bp7-016#A01,PL!S-bp7-016,国木田花丸,常時効果,自分のステージにメンバーが3人以上いるかぎり、<赤><緑><青>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_S-bp7-016_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!S-bp7-022#A01,PL!S-bp7-022,恋になりたいAQUARIUM,常時効果,自分のエールは、デッキの上から行う代わりにデッキの下から行う。,,,NO,NO,NO,NO,NO,,static_evidence/PL_S-bp7-022_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!S-pb1-019#A03,PL!S-pb1-019,元気全開DAY！DAY！DAY！,名前・グループ・ユニット条件,自分のステージいる『Aqours』のメンバーが持つハートに、<赤>が合計6個以上ある場合、このカードの<ライブ成功時>能力を無効にする。,stage_group_heart_total_disable_live_success,stage_group_heart_total_disable_live_success,NO,NO,NO,NO,NO,,static_evidence/PL_S-pb1-019_A03.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-PR-022#A01,PL!SP-PR-022,若菜四季,常時効果,自分と相手のステージにメンバーが合計6人いるかぎり、<赤><黄>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-PR-022_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-PR-026#A02,PL!SP-PR-026,鬼塚夏美,スコア加算,自分のライブカード置き場にあるライブカードのスコアの合計が8以上の場合、『<常時>ライブの合計スコアを+1する。』を得る。,body_always_live_zone_score_sum_gte_score,body_always_noop,NO,NO,NO,NO,NO,,static_evidence/PL_SP-PR-026_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-bp1-004#A01,PL!SP-bp1-004,平安名すみれ,ブレード付与,ステージのセンターエリアにいる場合、<(ブレード)><(ブレード)><(ブレード)><(ブレード)><(ブレード)>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp1-004_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-bp2-001#A02,PL!SP-bp2-001,澁谷かのん,手札を捨てる,自分のステージにいる『Liella!』メンバー1人のすべての<ライブ開始時>能力を、ライブ終了時まで、無効にしてもよい。これにより無効にした場合、自分の控え室から『Liella!』のカードを1枚手札に加える。,disable_stage_group_live_start_then_retrieve,disable_stage_group_live_start_then_retrieve,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp2-001_A02.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-bp2-004#A01,PL!SP-bp2-004,平安名すみれ,常時効果,自分のステージにいるメンバーのうち、センターエリアにいるメンバーが最も大きいコストを持つ場合、<黄>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp2-004_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-bp2-006#A03,PL!SP-bp2-006,桜小路きな子,手札を捨てる,バトンタッチして登場した場合、このバトンタッチで控え室に置かれた『Liella!』のメンバーカードを1枚手札に加える。,retrieve_baton_old_group_member_to_hand,retrieve_baton_old_group_member_to_hand,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp2-006_A03.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-bp2-006#A04,PL!SP-bp2-006,桜小路きな子,手札を捨てる,バトンタッチして登場した場合、このバトンタッチで控え室に置かれた『Liella!』のメンバーカードを1枚手札に加える。,retrieve_baton_old_group_member_to_hand,retrieve_baton_old_group_member_to_hand,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp2-006_A04.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,STATIC_ANALYSIS_INCONCLUSIVE,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-bp4-004#A01,PL!SP-bp4-004,平安名すみれ,常時効果,このカードのプレイに際し、2人のメンバーとバトンタッチしてもよい。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp4-004_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-bp4-021#A01,PL!SP-bp4-021,ウィーン・マルガレーテ,エネルギー,自分のエネルギーが相手より多いかぎり、<紫>を得る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp4-021_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
PL!SP-bp5-003#A01,PL!SP-bp5-003,嵐千砂都,名前・グループ・ユニット条件,コスト10の『Liella!』のメンバーカードを自分の手札から登場させるためのコストは2減る。,,,NO,NO,NO,NO,NO,,static_evidence/PL_SP-bp5-003_A01.md,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_CHECKED,NOT_IMPLEMENTED_CONFIRMED,Phase3 evidence rechecked; matcher scan performed; runtime sample recorded where selected.
