original_audit_id,canonical_id,cardnumber,cardname,trigger,effect_text,primary_family,secondary_family,setup_id,matcher_route,trigger_reached,resolver_reached,pending_kind,runtime_state_changed,cleanup_checked,undo_checked,ui_required,ui_state_recorded,browser_ui_checked,browser_ui_passed,browser_ui_pending,final_status,reason,recommended_fix_scope,evidence,notes
PL!HS-bp1-003#A01,PL!HS-bp1-003#A01,PL!HS-bp1-003,乙宗梢,常時,自分のステージのエリアすべてに『蓮ノ空』のメンバーが登場しており、かつ名前が異なる場合、「<常時>ライブの合計スコアを+1する。」を得る。,stage_count_group_unit_name,,PL_HS_bp1_003_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_HS_bp1_003_A01; evidence/ui/PL_HS_bp1_003_A01; evidence/logs/PL_HS_bp1_003_A01.log; evidence/commands/PL_HS_bp1_003_A01.command.sh,db_match=true; phase4_family=スコア加算; Continuous/BODY state inspected without mutation; action=state_only
PL!HS-bp5-016#A02,PL!HS-bp5-016#A02,PL!HS-bp5-016,桂城泉,常時,相手のステージにウェイト状態のメンバーが2人以上いるかぎり、<紫>を得る。,continuous_attribute,opponent_state_reference,PL_HS_bp5_016_A02,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_HS_bp5_016_A02; evidence/ui/PL_HS_bp5_016_A02; evidence/logs/PL_HS_bp5_016_A02.log; evidence/commands/PL_HS_bp5_016_A02.command.sh,db_match=true; phase4_family=メンバーをウェイト; Continuous/BODY state inspected without mutation; action=state_only
PL!HS-bp6-007#A01,PL!HS-bp6-007#A01,PL!HS-bp6-007,セラス 柳田 リリエンフェルト,BODY,自分のステージに『Edel Note』のメンバーが登場したとき、相手は、自身のステージにいるアクティブ状態のメンバー1人をウェイトにする。,continuous_attribute,opponent_state_reference;baton_touch / stage_entry_history,PL_HS_bp6_007_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,BLOCKED_BY_ENGINE_CAPABILITY,Effect needs opponent individual/member/live/hand state beyond current aggregate inputs.,engine capability design,evidence/state/PL_HS_bp6_007_A01; evidence/ui/PL_HS_bp6_007_A01; evidence/logs/PL_HS_bp6_007_A01.log; evidence/commands/PL_HS_bp6_007_A01.command.sh,db_match=true; phase4_family=メンバーをアクティブ; Continuous/BODY state inspected without mutation; action=state_only
PL!HS-pb1-001#A01,PL!HS-pb1-001#A01,PL!HS-pb1-001,日野下花帆,BODY,自分のステージにほかの『スリーズブーケ』のメンバーが登場するたび、<(E)>を支払ってもよい。そうした場合、エネルギーを2枚アクティブにする。,energy_active_wait,optional_cost,PL_HS_pb1_001_A01,NO_MATCH,true,true,,false,false,false,true,true,false,false,true,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_HS_pb1_001_A01; evidence/ui/PL_HS_pb1_001_A01; evidence/logs/PL_HS_pb1_001_A01.log; evidence/commands/PL_HS_pb1_001_A01.command.sh,db_match=true; phase4_family=エネルギー; Continuous/BODY state inspected without mutation; action=state_only
PL!HS-pb1-003#A02,PL!HS-pb1-003#A02,PL!HS-pb1-003,大沢瑠璃乃,BODY,自分の手札からカードが1枚以上控え室に置かれるたび、ライブ終了時まで、<桃><(ブレード)>を得る。,hand_to_green / discard,optional_cost,PL_HS_pb1_003_A02,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_HS_pb1_003_A02; evidence/ui/PL_HS_pb1_003_A02; evidence/logs/PL_HS_pb1_003_A02.log; evidence/commands/PL_HS_pb1_003_A02.command.sh,db_match=true; phase4_family=手札を捨てる; Continuous/BODY state inspected without mutation; action=state_only
PL!HS-pb1-009#A01,PL!HS-pb1-009#A01,PL!HS-pb1-009,日野下花帆,BODY,自分のステージに『蓮ノ空』のメンバーが登場するたび、ライブ終了時まで、<(ブレード)><(ブレード)>を得る。,continuous_attribute,optional_cost,PL_HS_pb1_009_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_HS_pb1_009_A01; evidence/ui/PL_HS_pb1_009_A01; evidence/logs/PL_HS_pb1_009_A01.log; evidence/commands/PL_HS_pb1_009_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!HS-pb1-015#A01,PL!HS-pb1-015#A01,PL!HS-pb1-015,セラス 柳田 リリエンフェルト,常時,自分のステージにほかのメンバーがいないかぎり、<(ブレード)><(ブレード)><(ブレード)>を失う。,continuous_attribute,,PL_HS_pb1_015_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_HS_pb1_015_A01; evidence/ui/PL_HS_pb1_015_A01; evidence/logs/PL_HS_pb1_015_A01.log; evidence/commands/PL_HS_pb1_015_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!N-PR-024#A01,PL!N-PR-024#A01,PL!N-PR-024,桜坂しずく,常時,自分と相手の成功ライブカード置き場にカードが合計4枚以上あるかぎり、<(ブレード)><(ブレード)>を得る。,success_zone_reference,other;opponent_state_reference,PL_N_PR_024_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_N_PR_024_A01; evidence/ui/PL_N_PR_024_A01; evidence/logs/PL_N_PR_024_A01.log; evidence/commands/PL_N_PR_024_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!N-PR-025#A01,PL!N-PR-025#A01,PL!N-PR-025,優木せつ菜,BODY,自分のステージに、このメンバーか、ほかのメンバーがバトンタッチして登場したとき、カードを1枚引く。,draw,baton_touch / stage_entry_history,PL_N_PR_025_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,TRIGGER_REACHED_RESOLVER_BLOCKED,Event-history trigger/hook family has no matching generic route for DB text.,event ledger + resolver family,evidence/state/PL_N_PR_025_A01; evidence/ui/PL_N_PR_025_A01; evidence/logs/PL_N_PR_025_A01.log; evidence/commands/PL_N_PR_025_A01.command.sh,db_match=true; phase4_family=ドロー; Continuous/BODY state inspected without mutation; action=state_only
PL!N-bp1-008#A01,PL!N-bp1-008#A01,PL!N-bp1-008,エマ・ヴェルデ,起動,手札のメンバーカードを1枚控え室に置く：自分の控え室から、これにより控え室に置いたメンバーカードより、コストの低いメンバーカードを1枚手札に加える。,green_to_hand,,PL_N_bp1_008_A01,NO_MATCH,false,false,,false,false,false,true,true,false,false,true,UI_ROUTE_MISSING,Activated ability did not expose a normal activate route in stage_detail for designed setup.,server/engine activated route,evidence/state/PL_N_bp1_008_A01; evidence/ui/PL_N_bp1_008_A01; evidence/logs/PL_N_bp1_008_A01.log; evidence/commands/PL_N_bp1_008_A01.command.sh,db_match=true; phase4_family=手札を捨てる; UI route did not expose activate button for this setup; action=stage_detail.can_activate=false
PL!N-bp4-008#A01,PL!N-bp4-008#A01,PL!N-bp4-008,エマ・ヴェルデ,起動,手札を1枚控え室に置く：エネルギー1枚か『虹ヶ咲』のメンバー1人をアクティブにする。,energy_active_wait,,PL_N_bp4_008_A01,NO_MATCH,false,false,,false,false,false,true,true,false,false,true,UI_ROUTE_MISSING,Activated ability did not expose a normal activate route in stage_detail for designed setup.,server/engine activated route,evidence/state/PL_N_bp4_008_A01; evidence/ui/PL_N_bp4_008_A01; evidence/logs/PL_N_bp4_008_A01.log; evidence/commands/PL_N_bp4_008_A01.command.sh,db_match=true; phase4_family=手札を捨てる; UI route did not expose activate button for this setup; action=stage_detail.can_activate=false
PL!N-bp4-012#A01,PL!N-bp4-012#A01,PL!N-bp4-012,鐘嵐珠,常時,相手の成功ライブカード置き場にあるカードのスコアの合計が6以上であるかぎり、ライブの合計スコアを+1する。,success_zone_reference,stage_count_group_unit_name;opponent_state_reference,PL_N_bp4_012_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_N_bp4_012_A01; evidence/ui/PL_N_bp4_012_A01; evidence/logs/PL_N_bp4_012_A01.log; evidence/commands/PL_N_bp4_012_A01.command.sh,db_match=true; phase4_family=スコア加算; Continuous/BODY state inspected without mutation; action=state_only
PL!N-bp4-018#A01,PL!N-bp4-018#A01,PL!N-bp4-018,近江彼方,BODY,自分のメインフェイズの間、このメンバーがアクティブ状態からウェイト状態になった時、カードを1枚引き、手札からカードを1枚控え室に置く。,draw_then_discard,draw;hand_to_green / discard,PL_N_bp4_018_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_N_bp4_018_A01; evidence/ui/PL_N_bp4_018_A01; evidence/logs/PL_N_bp4_018_A01.log; evidence/commands/PL_N_bp4_018_A01.command.sh,db_match=true; phase4_family=ドロー; Continuous/BODY state inspected without mutation; action=state_only
PL!N-bp4-026#A01,PL!N-bp4-026#A01,PL!N-bp4-026,DIVE!,BODY,自分のメインフェイズにこのカードが控え室から手札に加えられたとき、自分の手札からカード名が「DIVE！」のカード1枚を表向きでライブカード置き場に置いてもよい。そうした場合、次のライブカードセットフェイズで自分のライブカード置き場におけるカードの枚数の条件が1枚減る。,hand_to_green / discard,optional_cost,PL_N_bp4_026_A01,NO_MATCH,true,true,,false,false,false,true,true,false,false,true,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_N_bp4_026_A01; evidence/ui/PL_N_bp4_026_A01; evidence/logs/PL_N_bp4_026_A01.log; evidence/commands/PL_N_bp4_026_A01.command.sh,db_match=true; phase4_family=手札を捨てる; Continuous/BODY state inspected without mutation; action=state_only
PL!N-bp4-026#A02,PL!N-bp4-026#A02,PL!N-bp4-026,DIVE!,BODY,このカードが表向きでライブカード置き場に置かれたとき、ライブ終了時まで、自分のステージにいる『虹ヶ咲』のメンバー1人は、<(ブレード)><(ブレード)>を得る。,continuous_attribute,optional_cost,PL_N_bp4_026_A02,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_N_bp4_026_A02; evidence/ui/PL_N_bp4_026_A02; evidence/logs/PL_N_bp4_026_A02.log; evidence/commands/PL_N_bp4_026_A02.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!N-bp5-002#A01,PL!N-bp5-002#A01,PL!N-bp5-002,中須かすみ,常時,自分と相手のステージの中で、このメンバーがほかのすべてのメンバーより多くのハートを持つかぎり、ライブの合計スコアを+1する。,stage_count_group_unit_name,opponent_state_reference,PL_N_bp5_002_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,BLOCKED_BY_ENGINE_CAPABILITY,Effect needs opponent individual/member/live/hand state beyond current aggregate inputs.,engine capability design,evidence/state/PL_N_bp5_002_A01; evidence/ui/PL_N_bp5_002_A01; evidence/logs/PL_N_bp5_002_A01.log; evidence/commands/PL_N_bp5_002_A01.command.sh,db_match=true; phase4_family=スコア加算; Continuous/BODY state inspected without mutation; action=state_only
PL!N-bp5-003#A01,PL!N-bp5-003#A01,PL!N-bp5-003,桜坂しずく,起動,手札を1枚控え室に置く：自分の控え室にあるライブカードを1枚選び、そのカードのスコアに等しい数の<(E)>を支払ってもよい。そうした場合、そのライブカードを手札に加える。,energy_active_wait,optional_cost,PL_N_bp5_003_A01,NO_MATCH,true,true,,true,false,false,true,true,false,false,true,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_N_bp5_003_A01; evidence/ui/PL_N_bp5_003_A01; evidence/logs/PL_N_bp5_003_A01.log; evidence/commands/PL_N_bp5_003_A01.command.sh,db_match=true; phase4_family=手札を捨てる; runtime exception: AttributeError: 'list' object has no attribute 'get'; action=activate_to_green
PL!N-bp5-030#A01,PL!N-bp5-030#A01,PL!N-bp5-030,繚乱！ビクトリーロード,BODY,自分のステージにいるメンバーの<ライブ開始時>能力が解決するたび、そのメンバーが<ALL>を持たない場合、ライブ終了時まで、そのメンバーは<ALL>を得る。,continuous_attribute,optional_cost,PL_N_bp5_030_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_N_bp5_030_A01; evidence/ui/PL_N_bp5_030_A01; evidence/logs/PL_N_bp5_030_A01.log; evidence/commands/PL_N_bp5_030_A01.command.sh,db_match=true; phase4_family=ライブ終了時cleanup; Continuous/BODY state inspected without mutation; action=state_only
PL!N-bp7-004#A01,PL!N-bp7-004#A01,PL!N-bp7-004,朝香果林,起動,エネルギー置き場にあるエネルギー1枚をこのメンバーの下に置く：相手のステージにいる、元々持つ<(ブレード)>の数がこのメンバーの下にあるエネルギーカードの枚数に1を足した数以下のメンバー1人をウェイトにする。,energy_under_member,opponent_state_reference,PL_N_bp7_004_A01,NO_MATCH,false,false,,false,false,false,true,true,false,false,true,BLOCKED_BY_ENGINE_CAPABILITY,Effect needs opponent individual/member/live/hand state beyond current aggregate inputs.,engine capability design,evidence/state/PL_N_bp7_004_A01; evidence/ui/PL_N_bp7_004_A01; evidence/logs/PL_N_bp7_004_A01.log; evidence/commands/PL_N_bp7_004_A01.command.sh,db_match=true; phase4_family=エネルギー; UI route did not expose activate button for this setup; action=stage_detail.can_activate=false
PL!N-pb1-002#A02,PL!N-pb1-002#A02,PL!N-pb1-002,中須かすみ,常時,このメンバーの下にエネルギーカードが2枚以上置かれているかぎり、ライブの合計スコアを+1する。,stage_count_group_unit_name,,PL_N_pb1_002_A02,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_N_pb1_002_A02; evidence/ui/PL_N_pb1_002_A02; evidence/logs/PL_N_pb1_002_A02.log; evidence/commands/PL_N_pb1_002_A02.command.sh,db_match=true; phase4_family=エネルギー; Continuous/BODY state inspected without mutation; action=state_only
PL!N-pb1-003#A01,PL!N-pb1-003#A01,PL!N-pb1-003,桜坂しずく,起動,<(E)><(E)>このカードを手札から控え室に置く：カードを1枚引き、ライブ終了時まで、自分のステージにいる『虹ヶ咲』のメンバー1人は<(ブレード)>を得る。この能力は、このカードが手札にある場合のみ起動できる。,energy_active_wait,draw;hand_to_green / discard;optional_cost,PL_N_pb1_003_A01,NO_MATCH,false,false,,false,false,false,true,true,false,false,true,UI_ROUTE_MISSING,Activated ability did not expose a normal activate route in stage_detail for designed setup.,server/engine activated route,evidence/state/PL_N_pb1_003_A01; evidence/ui/PL_N_pb1_003_A01; evidence/logs/PL_N_pb1_003_A01.log; evidence/commands/PL_N_pb1_003_A01.command.sh,db_match=true; phase4_family=ドロー; UI route did not expose activate button for this setup; action=stage_detail.can_activate=false
PL!N-pb1-005#A01,PL!N-pb1-005#A01,PL!N-pb1-005,宮下愛,BODY,自分のステージにコスト10のメンバーが登場したとき、カードを1枚引く。,draw,baton_touch / stage_entry_history,PL_N_pb1_005_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_N_pb1_005_A01; evidence/ui/PL_N_pb1_005_A01; evidence/logs/PL_N_pb1_005_A01.log; evidence/commands/PL_N_pb1_005_A01.command.sh,db_match=true; phase4_family=ドロー; Continuous/BODY state inspected without mutation; action=state_only
PL!N-pb1-012#A01,PL!N-pb1-012#A01,PL!N-pb1-012,鐘嵐珠,BODY,自分のステージにこのメンバー以外のコスト11のメンバーが登場した時、自分のエネルギーデッキから、エネルギーカードを1枚ウェイト状態で置く。,energy_active_wait,,PL_N_pb1_012_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_N_pb1_012_A01; evidence/ui/PL_N_pb1_012_A01; evidence/logs/PL_N_pb1_012_A01.log; evidence/commands/PL_N_pb1_012_A01.command.sh,db_match=true; phase4_family=エネルギー; Continuous/BODY state inspected without mutation; action=state_only
PL!S-PR-029#A01,PL!S-PR-029#A01,PL!S-PR-029,渡辺曜,常時,自分か相手のステージにコスト13以上のメンバーがいる場合、<(ブレード)><(ブレード)>を得る。,continuous_attribute,opponent_state_reference,PL_S_PR_029_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_PR_029_A01; evidence/ui/PL_S_PR_029_A01; evidence/logs/PL_S_PR_029_A01.log; evidence/commands/PL_S_PR_029_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
PL!S-PR-030#A01,PL!S-PR-030#A01,PL!S-PR-030,津島善子,常時,自分か相手のステージにコスト13以上のメンバーがいる場合、<(ブレード)><(ブレード)>を得る。,continuous_attribute,opponent_state_reference,PL_S_PR_030_A01,NO_MATCH,true,true,,false,false,false,false,true,false,false,false,GENERIC_ROUTE_TEXT_NOT_MATCHED,DB text did not match existing exact/normalized/fragment/generic matchers; not marked NOT_IMPLEMENTED without dedicated resolver audit.,generic matcher family,evidence/state/PL_S_PR_030_A01; evidence/ui/PL_S_PR_030_A01; evidence/logs/PL_S_PR_030_A01.log; evidence/commands/PL_S_PR_030_A01.command.sh,db_match=true; phase4_family=ブレード付与; Continuous/BODY state inspected without mutation; action=state_only
